sepall,sepalw,petall,petalw,class
0.8059779150822928,0.5215151215238365,0.2686593050274309,0.0790174426551267,Iris-setosa
0.7761140001162655,0.5497474167490214,0.3072117917126884,0.0323380833381777,Iris-setosa
0.8264745061341078,0.4958847036804646,0.2644718419629145,0.0330589802453643,Iris-setosa
0.7977820578407535,0.5424917993317123,0.2552902585090411,0.0638225646272602,Iris-setosa
0.806419649012008,0.5427824560657746,0.2326210525996176,0.0310161403466156,Iris-setosa
0.8160942667466479,0.5336000974881928,0.2197176872010205,0.0313882410287172,Iris-setosa
0.7952406381013439,0.5414404344519789,0.2707202172259894,0.0338400271532486,Iris-setosa
0.8084658442238581,0.5221341910612418,0.2694886147412861,0.0336860768426607,Iris-setosa
0.8222502813356185,0.5177131401002042,0.2284028559265606,0.0609074282470828,Iris-setosa
0.7657831084892457,0.6037905278472898,0.220898973602667,0.0147265982401778,Iris-setosa
0.7786744728423064,0.5946241428977613,0.198208047632587,0.0283154353760838,Iris-setosa
0.8180311900353678,0.5175299365529878,0.2504177112353167,0.0166945140823544,Iris-setosa
0.8251229524805619,0.5280786895875597,0.1980295085953348,0.0330049180992224,Iris-setosa
0.8269975440259818,0.5262711643801703,0.1954721467697775,0.0300726379645811,Iris-setosa
0.8180311900353678,0.5175299365529878,0.2504177112353167,0.0166945140823544,Iris-setosa
0.8021241325140698,0.5469028176232293,0.236991220970066,0.0364601878415486,Iris-setosa
0.8077956848980377,0.5385304565986918,0.2375869661464816,0.0316782621528642,Iris-setosa
0.8003330078112875,0.5602331054679013,0.2080865820309347,0.0480199804686772,Iris-setosa
0.8609385732675535,0.440035270781194,0.2487155878328488,0.0573959048845035,Iris-setosa
0.7860903755415094,0.5717020913029159,0.2322539745918096,0.0357313807064322,Iris-setosa
0.7888947910127371,0.5522263537089159,0.2524463331240759,0.0946673749215284,Iris-setosa
0.7669389719546461,0.571444724201501,0.2857223621007505,0.0601520762317369,Iris-setosa
0.8221058465189321,0.5138161540743327,0.2397808719013552,0.0513816154074332,Iris-setosa
0.7772909266606612,0.5791579453550025,0.24385597699158,0.0304819971239475,Iris-setosa
0.7959478212368801,0.5537028321647862,0.2422449890720939,0.0346064270102991,Iris-setosa
0.7983702482709741,0.5573528148306801,0.2259538438502757,0.0301271791800367,Iris-setosa
0.8122836313809656,0.5361071967114373,0.2274394167866703,0.0324913452552386,Iris-setosa
0.7670110293065677,0.3506336133972881,0.5149931196772669,0.1534022058613135,Iris-versicolor
0.7454975663530118,0.3727487831765059,0.5241779763419614,0.1747259921139871,Iris-versicolor
0.7551928518011777,0.3392895421135726,0.5362963730182276,0.1641723590872125,Iris-versicolor
0.7538491620232948,0.3152460132097414,0.5482539360169416,0.178182529205506,Iris-versicolor
0.7581753965757455,0.3265986323710904,0.5365548960382199,0.1749635530559412,Iris-versicolor
0.726348457433742,0.3804682396081505,0.5418790079267599,0.1844694495069821,Iris-versicolor
0.7591654715238996,0.3718361493178283,0.5112747053120139,0.1549317288824284,Iris-versicolor
0.7630185275970008,0.3352657166714095,0.5318007919615461,0.1502915281630456,Iris-versicolor
0.7246023348632823,0.3762358277174735,0.5434517511474617,0.1950852440016529,Iris-versicolor
0.7692307692307693,0.3076923076923077,0.5384615384615384,0.1538461538461538,Iris-versicolor
0.7392346162730675,0.375882008274441,0.5262348115842176,0.1879410041372205,Iris-versicolor
0.7889275245573255,0.2892734256710194,0.5259516830382169,0.1314879207595542,Iris-versicolor
0.7308141200229885,0.3474362209945355,0.5630862891980404,0.1677278308249481,Iris-versicolor
0.7591170716092961,0.3931141977976712,0.4880038317488332,0.1762236059093009,Iris-versicolor
0.7694544446831323,0.3560162355996582,0.5053133666575794,0.1607815257546843,Iris-versicolor
0.706318918233044,0.3783851347677022,0.5675777021515532,0.1891925673838511,Iris-versicolor
0.7567649730125051,0.3522871426092697,0.5349545498881502,0.1304767194849146,Iris-versicolor
0.7644423782009608,0.2712537471035667,0.5548372099845683,0.1849457366615227,Iris-versicolor
0.7618518793947621,0.3401124461583759,0.5305754160070665,0.1496494763096854,Iris-versicolor
0.770118538251249,0.3534970339513929,0.5049957627877042,0.1641236229060038,Iris-versicolor
0.7365989486022555,0.3381109928010353,0.5675434522017379,0.1449047112004437,Iris-versicolor
0.7674169845534856,0.3477358211257981,0.5156082864968731,0.1558815749874267,Iris-versicolor
0.7678572552779229,0.3490260251263286,0.5119048368519487,0.16287881172562,Iris-versicolor
0.7646726945514761,0.3148652271682549,0.5397689608598655,0.1574326135841274,Iris-versicolor
0.7408857633640885,0.3317398940436217,0.5528998234060362,0.1879859399580523,Iris-versicolor
0.7335094873189085,0.3545295855374724,0.5501321154891814,0.1833773718297271,Iris-versicolor
0.7866747376502838,0.3588340908580242,0.4830458915396479,0.1380131118684708,Iris-versicolor
0.765218548535542,0.3339135484518729,0.5286964517154654,0.1530437097071084,Iris-versicolor
0.7724292477636958,0.3370600353877945,0.51963422122285,0.140441681411581,Iris-versicolor
0.7643498123486223,0.3558180160933242,0.513959356579246,0.1581413404859218,Iris-versicolor
0.7152493550527451,0.4053079678632222,0.5364370162895589,0.1907331613473987,Iris-versicolor
0.7545734058794259,0.3491309788397344,0.5293276130795973,0.1689343445998714,Iris-versicolor
0.7753002085956333,0.2830461078999931,0.5414795107652043,0.1599825827260831,Iris-versicolor
0.7299244278720567,0.3910309435028875,0.5344089561206129,0.1694467421845846,Iris-versicolor
0.7471419369831229,0.3396099713559649,0.5433759541695439,0.1765971851051017,Iris-versicolor
0.7326039145409681,0.3602970071512958,0.5524554109653201,0.1681386033372713,Iris-versicolor
0.7626299404054147,0.341868593974841,0.5259516830382169,0.1577855049114651,Iris-versicolor
0.7698687947429833,0.3541396455817723,0.508113404530369,0.1539737589485966,Iris-versicolor
0.7354428354362763,0.3545885099424904,0.5515821265772073,0.1707278010834213,Iris-versicolor
0.7323961772671147,0.3854716722458498,0.5396603411441898,0.1541886688983399,Iris-versicolor
0.734460466367082,0.3736728688534276,0.5411813962704815,0.1675085274170537,Iris-versicolor
0.7572810334533846,0.3542120962927121,0.5252110393305731,0.1587847328208709,Iris-versicolor
0.7825805422808448,0.3836179128827671,0.4603414954593205,0.1687918816684175,Iris-versicolor
0.7431482021659327,0.3650552572043177,0.5345451980491795,0.1694899408448618,Iris-versicolor
0.6538774709871312,0.3425072467075449,0.6227404485591725,0.2594751868996552,Iris-virginica
0.6905251239789963,0.3214513508178087,0.607185884878083,0.2262065061310505,Iris-virginica
0.7149140499059414,0.3020763591151865,0.5940835062598668,0.2114534513806305,Iris-virginica
0.6861902181544978,0.3167031776097682,0.6122928100455518,0.23224899691383,Iris-virginica
0.7095370785652947,0.2800804257494584,0.6161769366488086,0.1960562980246209,Iris-virginica
0.6705411755923674,0.3421128446899833,0.6158031204419699,0.2326367343891886,Iris-virginica
0.7136655737001575,0.2835109813329393,0.6159031663439715,0.1759723332411347,Iris-virginica
0.7141412519867053,0.2664706164129497,0.6182118300780434,0.1918588438173238,Iris-virginica
0.6919878753680463,0.3459939376840231,0.5862675055201503,0.2402735678361272,Iris-virginica
0.7156264473321344,0.3523084048404354,0.5614915202144439,0.2201927530252721,Iris-virginica
0.7157654644679906,0.3019635553224335,0.5927432752625547,0.2124928722639346,Iris-virginica
0.7171814811987383,0.3164035946465021,0.5800732568519207,0.2214825162525515,Iris-virginica
0.692551795442857,0.3037507874749373,0.6075015749498746,0.2430006299799498,Iris-virginica
0.6776792358909037,0.3271554931887121,0.5958903625937256,0.2804189941617532,Iris-virginica
0.6958988736692162,0.3479494368346081,0.5762912547573196,0.2500886577248745,Iris-virginica
0.6929909911756716,0.3419955540866951,0.6029921611528571,0.1979974260501919,Iris-virginica
0.7060061789207179,0.2383916967784242,0.6326548876042797,0.2108849625347598,Iris-virginica
0.727125847996813,0.2666128109321647,0.6059382066640108,0.1817814619992032,Iris-virginica
0.7055893432004945,0.327229840324867,0.5828781530786694,0.2351964477334981,Iris-virginica
0.6830792286072526,0.3415396143036263,0.597694325031346,0.243956867359733,Iris-virginica
0.7148654283077015,0.2599510648391641,0.6220257622937143,0.1856793320279744,Iris-virginica
0.731224643079982,0.3133819898914209,0.5687302779510972,0.2089213265942806,Iris-virginica
0.6959560108929095,0.342784303872627,0.5920819794163558,0.2181354661007626,Iris-virginica
0.7278519543665409,0.3287073342300507,0.5634982872515155,0.2113118577193183,Iris-virginica
0.7117121386170342,0.3500223632542791,0.5717031933153226,0.2100134179525675,Iris-virginica
0.6959400158179216,0.3044737569203407,0.6089475138406814,0.2283553176902555,Iris-virginica
0.7276615932660223,0.2753314136682246,0.5998291512057751,0.1868320307034381,Iris-virginica
0.6941774650196998,0.3037026409461186,0.6074052818922373,0.2386235036005218,Iris-virginica
0.6938541359029943,0.2957411071061943,0.63698084607488,0.15924521151872,Iris-virginica
0.7315439854044734,0.285017137170574,0.5795348455801672,0.21851313849744,Iris-virginica
0.6701748440536647,0.3616816618702317,0.5957109724921463,0.2553047024966342,Iris-virginica
0.7241525806193215,0.3253439130318691,0.566728106571643,0.22039426366675,Iris-virginica
0.6999703739013986,0.323866889417065,0.5850498647534077,0.250735656322889,Iris-virginica
0.7333788617780355,0.3294890538423057,0.5420626369663739,0.2444596205926784,Iris-virginica
0.6905251239789963,0.3214513508178087,0.607185884878083,0.2262065061310505,Iris-virginica
0.6919350210150538,0.3256164804776724,0.6003553858807085,0.234036845343327,Iris-virginica
0.6891487078995805,0.3394314531445695,0.5862906917951656,0.2571450402610375,Iris-virginica
0.721557247888883,0.3230853348756192,0.5600145804510733,0.2476987567379747,Iris-virginica
0.7296535932873784,0.2895450767013406,0.5790901534026813,0.2200542582930189,Iris-virginica
0.7165389871201644,0.3307103017477682,0.5732311896961315,0.2204735344985121,Iris-virginica
0.6746707198515326,0.3699807173379372,0.5876164334190769,0.2502810734933104,Iris-virginica
0.6902591585738451,0.3509792331731415,0.5966646963943406,0.2105875399038849,Iris-virginica
